label,index,middle,ring,pinky,thumb
A,100,100,100,100,40
A,100,100,100,100,40
A,100,100,100,100,40
A,97,100,100,100,41
A,88,100,100,100,43
A,85,100,100,100,42
A,80,100,100,92,41
A,78,100,100,62,40
A,73,97,100,0,36
A,71,95,100,0,37
A,73,93,100,0,40
A,78,95,100,0,38
A,83,97,100,0,38
A,88,99,100,0,41
A,95,100,100,0,41
A,100,100,100,0,40
A,100,100,100,0,37
A,100,100,100,68,36
A,100,100,100,92,38
A,100,100,100,100,38
A,100,100,100,100,38
A,100,100,100,100,37
A,100,100,100,100,35
A,100,100,100,100,35
A,100,100,100,100,36
A,97,100,100,100,34
A,95,100,96,84,34
A,88,100,96,58,34
A,83,97,100,0,34
A,85,97,100,0,35
A,85,94,100,0,34
A,85,96,100,0,35
A,90,98,96,0,36
A,92,100,100,0,36
A,97,100,96,0,37
A,97,100,100,0,36
A,100,100,100,45,37
A,100,100,100,72,38
A,100,100,100,100,40
A,100,100,100,100,41
A,100,100,100,100,42
A,100,100,100,100,41
A,100,100,100,100,38
A,100,100,100,100,38
A,100,100,100,100,37
A,95,100,100,100,37
A,90,100,100,96,37
A,90,100,100,64,41
A,85,99,100,0,41
A,80,97,100,0,41
A,80,96,100,0,42
A,83,95,100,0,40
A,88,95,100,0,40
A,92,98,100,0,41
A,95,100,100,0,42
A,100,100,100,0,42
A,100,100,100,49,40
A,100,100,100,70,37
A,100,100,100,98,37
A,100,100,100,100,36
A,100,100,100,100,32
A,100,100,100,100,30
A,100,100,100,100,28
A,100,100,100,100,28
A,95,100,90,100,28
A,88,100,96,100,26
A,80,100,100,94,26
A,80,100,100,62,27
A,85,100,100,0,29
A,85,100,100,0,31
A,88,98,100,0,33
A,92,97,100,0,32
A,95,97,100,0,37
A,97,99,100,0,38
A,92,100,100,0,40
A,100,100,100,0,42
A,100,100,100,52,43
A,100,100,100,74,44
A,100,100,100,100,45
A,100,100,100,100,47
A,100,100,100,100,46
A,100,100,100,100,44
A,100,100,100,100,43
A,100,100,100,100,42
A,100,100,100,100,42
A,100,100,96,100,40
A,100,100,100,88,40
A,100,100,100,56,36
A,97,100,100,0,36
A,97,100,100,0,35
A,95,100,100,0,35
A,100,100,100,0,35
A,100,100,100,0,37
A,100,100,100,0,38
A,100,100,100,0,38
A,100,100,100,0,41
A,100,100,100,0,38
A,100,100,100,60,42
A,100,100,100,90,41
A,100,100,100,100,44
A,100,100,100,100,44
A,100,100,100,100,46
A,100,100,100,100,46
A,97,100,100,100,44
A,90,100,100,100,41
A,92,100,100,100,40
A,88,100,100,82,38
A,80,100,100,52,37
A,78,100,100,0,36
A,80,100,100,0,36
A,83,96,100,0,37
A,88,97,100,0,38
A,92,99,100,0,36
A,85,100,100,0,34
A,90,100,100,0,33
A,97,100,100,0,32
A,100,100,100,49,35
A,97,100,100,76,36
A,100,100,100,100,36
A,100,100,100,100,37
A,100,100,100,100,38
A,100,100,100,100,41
A,100,100,100,100,41
A,100,100,100,100,37
A,100,100,100,100,36
A,97,100,100,100,35
A,95,100,100,92,35
A,95,100,96,64,36
A,92,100,93,0,36
A,95,97,93,0,37
A,90,98,90,0,36
A,90,96,93,0,37
A,100,98,96,0,38
A,100,100,100,0,40
A,100,100,96,0,37
A,97,100,100,0,38
A,100,100,100,0,38
A,100,100,100,62,42
A,97,100,100,86,43
A,95,100,100,100,43
A,100,100,100,100,42
A,100,100,100,100,41
B,100,54,69,0,58
B,100,57,78,0,61
B,100,60,78,0,62
B,100,60,87,0,62
B,100,59,84,0,63
B,100,56,81,0,60
B,100,51,90,0,58
B,100,48,100,0,61
B,100,45,93,0,63
B,100,44,90,0,61
B,97,45,84,0,58
B,95,43,93,0,60
B,88,43,90,0,61
B,90,43,90,0,61
B,100,43,93,0,60
B,100,45,81,0,63
B,100,47,87,0,61
B,100,53,87,0,65
B,100,59,87,50,65
B,97,63,75,88,61
B,100,66,78,100,60
B,100,67,84,100,62
B,100,69,87,100,66
B,100,72,81,100,67
B,100,73,81,100,66
B,100,66,78,100,65
B,90,61,75,100,67
B,90,57,87,68,63
B,100,54,93,0,62
B,100,53,100,0,57
B,100,48,100,0,62
B,97,48,100,0,62
B,100,51,100,0,63
B,100,56,100,0,66
B,100,56,100,0,67
B,100,57,100,0,63
B,100,58,100,0,58
B,95,66,100,0,55
B,100,71,96,56,55
B,95,73,87,88,54
B,83,77,84,100,54
B,73,79,75,100,54
B,83,81,63,100,52
B,88,81,60,100,52
B,71,76,63,100,50
B,66,70,69,100,46
B,71,65,63,92,44
B,64,57,60,50,44
B,71,55,66,0,43
B,80,48,66,0,43
B,78,47,69,0,38
B,80,47,78,0,41
B,83,45,72,0,46
B,83,45,75,0,52
B,76,47,78,0,55
B,78,48,87,0,56
B,83,50,90,0,57
B,76,54,81,0,61
B,69,60,69,54,58
B,66,63,75,86,64
B,61,66,78,100,65
B,54,69,84,100,69
B,50,71,84,100,72
B,50,71,84,100,71
B,45,71,78,100,68
B,47,69,78,100,66
B,50,63,78,100,63
B,47,59,78,68,66
B,57,59,81,0,65
B,54,54,81,0,63
B,61,53,96,0,66
B,64,52,93,0,62
B,71,50,93,0,62
B,80,53,93,0,63
B,90,54,100,0,64
B,88,55,100,0,63
B,100,54,100,0,66
B,97,57,100,0,64
B,95,61,100,54,64
B,97,64,100,80,61
B,92,64,100,100,60
B,100,68,100,100,64
B,100,67,100,100,63
B,100,68,100,100,66
B,90,68,100,100,65
B,76,62,90,100,62
B,66,56,75,92,61
B,66,52,81,49,66
B,66,50,81,0,66
B,66,47,75,0,65
B,73,47,60,0,66
B,76,48,66,0,69
B,83,48,57,0,67
B,80,49,72,0,66
B,88,51,63,0,67
B,88,55,63,0,64
B,95,58,60,0,69
B,100,61,69,0,71
B,100,68,72,0,70
B,100,71,60,60,68
B,100,73,60,96,68
B,100,76,72,100,71
B,100,76,87,100,67
B,100,76,78,100,63
B,100,74,78,100,67
B,92,68,78,100,63
B,85,63,81,100,60
B,80,58,90,58,64
B,71,52,90,0,65
B,76,51,90,0,65
B,64,47,96,0,64
B,61,47,96,0,64
B,61,48,96,0,63
B,59,47,96,0,63
B,61,52,96,0,66
B,69,52,96,0,66
B,64,56,100,0,68
B,71,63,100,0,69
B,66,66,100,0,70
B,71,69,93,72,69
B,85,76,93,100,64
B,90,75,93,100,60
B,95,76,93,100,58
B,97,77,100,100,61
B,90,75,100,100,60
B,88,69,100,100,60
B,83,64,100,76,58
B,78,59,100,0,58
B,83,54,100,0,56
B,78,50,100,0,57
B,85,49,96,0,57
B,88,50,100,0,55
B,83,46,100,0,55
B,73,48,100,0,61
B,71,49,100,0,61
B,73,51,100,0,58
B,80,56,100,0,57
B,73,61,100,0,54
B,85,63,100,49,57
B,92,67,100,84,60
B,85,70,100,100,63
B,95,70,90,100,64
B,92,70,93,100,64
B,90,71,93,100,68
B,83,69,96,100,68
B,78,63,100,100,65
B,80,59,100,100,64
B,83,50,96,68,66
B,80,43,93,0,65
B,80,42,87,0,67
B,71,42,81,0,63
B,66,39,93,0,61
B,78,38,100,0,56
B,73,41,100,0,53
B,71,45,100,0,55
