timestamp,index,middle,ring,pinky,thumb,label,phrase
2026-06-07T16:28:24,0,0,0,0,100,REST,
2026-06-07T16:28:25,0,0,0,0,100,REST,
2026-06-07T16:28:26,0,0,0,0,100,REST,
2026-06-07T16:28:27,0,0,0,0,100,REST,
2026-06-07T16:28:28,0,0,0,0,100,REST,
2026-06-07T16:28:29,0,0,0,0,100,REST,
2026-06-07T16:28:30,0,0,0,0,100,REST,
2026-06-07T16:28:31,0,0,0,0,100,REST,
2026-06-07T16:28:32,0,0,0,0,0,REST,
2026-06-07T16:28:33,0,0,0,0,100,REST,
2026-06-07T16:28:34,0,0,0,0,100,REST,
2026-06-07T16:28:34,0,0,0,0,100,REST,
2026-06-07T16:28:35,0,0,0,0,100,REST,
2026-06-07T16:28:36,0,0,0,0,100,REST,
2026-06-07T16:28:37,0,0,0,0,100,REST,
2026-06-07T16:28:38,0,0,0,0,0,REST,
2026-06-07T16:28:39,0,0,0,0,100,REST,
2026-06-07T16:28:40,0,0,0,0,0,REST,
2026-06-07T16:28:41,0,0,0,0,100,REST,
2026-06-07T16:28:42,0,0,0,0,0,REST,
2026-06-07T16:28:43,0,0,0,0,100,REST,
2026-06-07T16:28:44,0,0,0,0,100,REST,
2026-06-07T16:28:44,0,0,0,0,100,REST,
2026-06-07T16:28:45,0,0,0,0,100,REST,
2026-06-07T16:28:46,0,0,0,0,100,REST,
2026-06-07T16:28:47,0,0,0,0,100,REST,
2026-06-07T16:28:48,0,0,0,0,100,REST,
2026-06-07T16:28:49,0,0,0,0,100,REST,
2026-06-07T16:28:50,0,0,0,0,100,REST,
2026-06-07T16:28:51,0,0,0,0,100,REST,
2026-06-07T16:28:52,0,0,0,0,100,REST,
2026-06-07T16:28:53,0,0,0,0,100,REST,
2026-06-07T16:28:54,0,0,0,0,100,REST,
2026-06-07T16:28:54,0,0,0,0,100,REST,
2026-06-07T16:28:55,0,0,0,0,100,REST,
2026-06-07T16:28:56,0,0,0,0,100,REST,
2026-06-07T16:28:57,0,0,0,0,100,REST,
2026-06-07T16:28:58,0,0,0,0,100,REST,
2026-06-07T16:29:00,0,0,0,0,0,REST,
2026-06-07T16:29:01,0,0,0,0,100,REST,
2026-06-07T16:29:02,0,0,0,0,100,REST,
2026-06-07T16:29:03,0,0,0,0,100,REST,
2026-06-07T16:29:04,0,0,0,0,100,REST,
2026-06-07T16:29:04,0,0,0,0,100,REST,
2026-06-07T16:29:05,0,0,0,0,100,REST,
2026-06-07T16:29:06,0,0,0,0,100,REST,
2026-06-07T16:29:07,0,0,0,0,100,REST,
2026-06-07T16:29:08,0,0,0,0,100,REST,
2026-06-07T16:29:09,0,0,0,0,100,REST,
2026-06-07T16:29:10,0,0,0,0,100,REST,
2026-06-07T16:29:11,0,0,0,0,100,REST,
2026-06-07T16:29:12,0,0,0,0,100,REST,
2026-06-07T16:29:13,0,0,0,0,100,REST,
2026-06-07T16:29:14,0,0,0,0,100,REST,
2026-06-07T16:29:14,0,0,0,0,100,REST,
2026-06-07T16:29:15,0,0,0,0,100,REST,
2026-06-07T16:29:16,0,0,0,0,100,REST,
2026-06-07T16:29:17,0,0,0,0,100,REST,
2026-06-07T16:29:18,0,0,0,0,100,REST,
2026-06-07T16:29:19,0,0,0,0,100,REST,
2026-06-07T16:29:20,0,0,0,0,100,REST,
2026-06-07T16:29:21,0,0,0,0,100,REST,
2026-06-07T16:29:22,0,0,0,0,100,REST,
2026-06-07T16:29:23,0,0,0,0,100,REST,
2026-06-07T16:29:24,0,0,0,0,100,REST,
2026-06-07T16:29:24,0,0,0,0,100,REST,
2026-06-07T16:29:25,0,0,0,0,100,REST,
2026-06-07T16:29:26,0,0,0,0,100,REST,
2026-06-07T16:29:27,0,0,0,0,100,REST,
2026-06-07T16:29:28,0,0,0,0,100,REST,
2026-06-07T16:29:29,0,0,0,0,100,REST,
2026-06-07T16:29:30,0,0,0,0,100,REST,
2026-06-07T16:30:10,100,0,0,0,100,HELLO,Hello
2026-06-07T16:30:25,70,0,0,0,100,HELLO,Hello
2026-06-07T16:30:30,76,0,0,0,100,HELLO,Hello
2026-06-07T16:30:34,100,0,0,100,100,HELLO,Hello
2026-06-07T16:30:34,78,0,0,0,0,HELLO,Hello
2026-06-07T16:30:35,70,0,0,0,100,HELLO,Hello
2026-06-07T16:30:41,87,0,0,0,100,HELLO,Hello
2026-06-07T16:30:42,97,0,0,0,100,HELLO,Hello
2026-06-07T16:30:44,70,0,0,0,100,HELLO,Hello
2026-06-07T16:30:44,70,0,0,0,100,HELLO,Hello
2026-06-07T16:30:49,72,0,0,0,100,HELLO,Hello
2026-06-07T16:30:51,74,0,0,0,100,HELLO,Hello
2026-06-07T16:30:52,89,0,0,0,100,HELLO,Hello
2026-06-07T16:30:55,82,0,0,0,100,HELLO,Hello
2026-06-07T16:30:57,70,0,0,0,100,HELLO,Hello
2026-06-07T16:30:58,78,0,0,0,100,HELLO,Hello
2026-06-07T16:30:59,85,0,0,100,100,HELLO,Hello
2026-06-07T16:31:00,87,0,0,0,100,HELLO,Hello
2026-06-07T16:31:01,100,0,0,0,100,HELLO,Hello
2026-06-07T16:31:02,100,0,0,0,100,HELLO,Hello
2026-06-07T16:31:21,70,0,0,0,0,HELLO,Hello
2026-06-07T16:31:25,70,0,0,0,100,HELLO,Hello
2026-06-07T16:31:35,100,0,0,0,100,HELLO,Hello
2026-06-07T16:31:36,74,0,0,0,100,HELLO,Hello
2026-06-07T16:31:38,100,0,0,0,100,HELLO,Hello
2026-06-07T16:31:39,100,0,0,0,100,HELLO,Hello
2026-06-07T16:31:40,100,0,0,0,100,HELLO,Hello
2026-06-07T16:31:43,91,0,0,0,100,HELLO,Hello
2026-06-07T16:31:44,87,0,0,0,100,HELLO,Hello
2026-06-07T16:31:44,97,0,0,0,100,HELLO,Hello
2026-06-07T16:31:45,76,0,0,0,100,HELLO,Hello
2026-06-07T16:31:46,95,0,0,0,100,HELLO,Hello
2026-06-07T16:31:47,100,0,0,0,100,HELLO,Hello
2026-06-07T16:31:48,89,0,0,0,100,HELLO,Hello
2026-06-07T16:31:49,97,0,0,0,100,HELLO,Hello
2026-06-07T16:31:50,100,0,0,0,100,HELLO,Hello
2026-06-07T16:31:51,87,0,0,0,0,HELLO,Hello
2026-06-07T16:31:52,82,0,0,0,100,HELLO,Hello
2026-06-07T16:31:54,80,0,0,100,100,HELLO,Hello
2026-06-07T16:31:54,80,0,0,0,100,HELLO,Hello
2026-06-07T16:32:12,97,0,0,0,100,HELLO,Hello
2026-06-07T16:32:13,70,0,0,0,100,HELLO,Hello
2026-06-07T16:32:14,78,0,0,100,100,HELLO,Hello
2026-06-07T16:32:14,80,0,0,0,100,HELLO,Hello
2026-06-07T16:32:15,82,0,0,100,100,HELLO,Hello
2026-06-07T16:32:16,74,0,0,0,0,HELLO,Hello
2026-06-07T16:32:17,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:22,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:23,100,0,0,0,0,HELLO,Hello
2026-06-07T16:32:24,100,0,0,100,100,HELLO,Hello
2026-06-07T16:32:24,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:27,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:28,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:29,100,0,0,0,0,HELLO,Hello
2026-06-07T16:32:30,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:31,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:32,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:33,72,0,0,0,100,HELLO,Hello
2026-06-07T16:32:34,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:34,100,0,0,0,0,HELLO,Hello
2026-06-07T16:32:35,100,0,0,100,100,HELLO,Hello
2026-06-07T16:32:36,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:37,100,0,0,0,0,HELLO,Hello
2026-06-07T16:32:38,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:39,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:48,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:51,70,0,0,0,0,HELLO,Hello
2026-06-07T16:32:52,87,0,0,0,100,HELLO,Hello
2026-06-07T16:32:53,78,0,0,0,100,HELLO,Hello
2026-06-07T16:32:54,89,0,0,0,100,HELLO,Hello
2026-06-07T16:32:55,76,0,0,100,100,HELLO,Hello
2026-06-07T16:32:58,100,0,0,0,100,HELLO,Hello
2026-06-07T16:32:59,100,0,0,0,100,HELLO,Hello
2026-06-07T16:33:00,82,0,0,0,100,HELLO,Hello
2026-06-07T16:33:01,72,0,0,0,100,HELLO,Hello
2026-06-07T16:33:02,97,0,0,0,100,HELLO,Hello
2026-06-07T16:33:03,78,0,0,0,100,HELLO,Hello
2026-06-07T16:33:04,95,0,0,0,100,HELLO,Hello
2026-06-07T16:33:04,95,0,0,0,100,HELLO,Hello
2026-06-07T16:33:20,100,0,0,0,100,HELLO,Hello
2026-06-07T16:33:21,76,0,0,0,100,HELLO,Hello
2026-06-07T16:33:22,95,0,0,100,100,HELLO,Hello
2026-06-07T16:33:23,72,0,0,0,100,HELLO,Hello
2026-06-07T16:33:24,100,0,0,100,100,HELLO,Hello
2026-06-07T16:33:26,70,0,0,0,100,HELLO,Hello
2026-06-07T16:33:27,100,0,0,0,0,HELLO,Hello
2026-06-07T16:33:28,100,0,0,0,100,HELLO,Hello
2026-06-07T16:33:29,100,0,0,0,0,HELLO,Hello
2026-06-07T16:33:30,100,0,0,100,100,HELLO,Hello
2026-06-07T16:33:35,74,0,0,0,100,HELLO,Hello
2026-06-07T16:33:37,72,0,0,0,0,HELLO,Hello
2026-06-07T16:33:38,70,0,0,100,100,HELLO,Hello
2026-06-07T16:33:48,72,0,0,0,100,HELLO,Hello
2026-06-07T16:33:54,70,0,0,0,100,HELLO,Hello
2026-06-07T16:33:54,100,0,0,0,100,HELLO,Hello
2026-06-07T16:33:55,100,0,0,0,100,HELLO,Hello
2026-06-07T16:33:57,100,0,0,0,100,HELLO,Hello
2026-06-07T16:33:58,100,0,0,100,100,HELLO,Hello
2026-06-07T16:33:59,100,0,0,0,100,HELLO,Hello
2026-06-07T16:34:00,100,0,0,0,100,HELLO,Hello
2026-06-07T16:38:01,0,0,100,0,0,NO,No
2026-06-07T16:39:13,100,0,100,100,100,NO,No
2026-06-07T16:39:14,100,0,97,100,100,NO,No
2026-06-07T16:39:58,100,60,88,100,100,NO,No
2026-06-07T16:39:59,85,0,96,0,100,NO,No
2026-06-07T16:40:00,74,60,88,100,100,NO,No
2026-06-07T16:40:01,100,60,96,0,100,NO,No
2026-06-07T16:40:01,100,0,81,100,100,NO,No
2026-06-07T16:40:03,78,0,94,0,100,NO,No
2026-06-07T16:40:04,93,60,100,100,100,NO,No
2026-06-07T16:40:16,100,60,83,100,100,NO,No
2026-06-07T16:40:22,95,60,98,100,100,NO,No
2026-06-07T16:40:23,0,0,100,0,100,NO,No
2026-06-07T16:40:25,100,60,100,0,100,NO,No
2026-06-07T16:40:27,97,0,89,0,0,NO,No
2026-06-07T16:40:28,100,0,99,100,100,NO,No
2026-06-07T16:40:29,100,0,100,0,100,NO,No
2026-06-07T16:40:30,100,0,80,0,100,NO,No
2026-06-07T16:40:34,95,0,80,100,100,NO,No
2026-06-07T16:40:36,100,0,96,100,100,NO,No
2026-06-07T16:40:37,100,0,98,0,100,NO,No
2026-06-07T16:40:38,100,0,99,0,100,NO,No
2026-06-07T16:40:39,70,0,96,0,100,NO,No
2026-06-07T16:40:40,76,0,99,0,100,NO,No
2026-06-07T16:43:18,0,64,92,0,100,NO,No
2026-06-07T16:43:20,0,64,93,0,100,NO,No
2026-06-07T16:43:20,0,0,97,0,100,NO,No
2026-06-07T16:43:21,0,0,100,0,100,NO,No
2026-06-07T16:43:22,0,0,100,0,100,NO,No
2026-06-07T16:43:28,0,60,81,0,100,NO,No
2026-06-07T16:43:29,0,64,82,0,100,NO,No
2026-06-07T16:43:30,0,60,100,0,100,NO,No
2026-06-07T16:43:30,0,60,100,0,100,NO,No
2026-06-07T16:43:32,0,0,100,0,100,NO,No
2026-06-07T16:43:33,87,60,98,100,100,NO,No
2026-06-07T16:43:54,0,0,100,0,100,NO,No
2026-06-07T16:43:55,74,0,100,100,100,NO,No
2026-06-07T16:43:56,74,0,100,0,100,NO,No
2026-06-07T16:43:57,70,0,100,0,100,NO,No
2026-06-07T16:43:58,72,0,100,0,100,NO,No
2026-06-07T16:43:59,100,0,100,0,100,NO,No
2026-06-07T16:44:00,70,0,100,0,100,NO,No
2026-06-07T16:44:00,0,0,100,0,100,NO,No
2026-06-07T16:44:01,78,0,100,100,100,NO,No
2026-06-07T16:44:02,0,0,100,0,100,NO,No
2026-06-07T16:44:03,0,0,100,0,100,NO,No
2026-06-07T16:44:48,100,0,88,100,100,NO,No
2026-06-07T16:44:50,0,0,88,0,100,NO,No
2026-06-07T19:16:39,0,0,0,0,0,REST,
2026-06-07T19:18:30,0,0,0,0,0,REST,
2026-06-07T19:18:31,0,0,0,0,0,REST,
2026-06-07T19:18:31,17,0,0,33,0,REST,
2026-06-07T19:18:32,0,0,0,0,0,REST,
2026-06-07T19:18:33,0,0,0,0,0,REST,
2026-06-07T19:18:33,0,0,0,0,0,REST,
2026-06-07T19:18:35,0,0,0,0,0,REST,
2026-06-07T19:18:36,0,0,0,0,0,REST,
2026-06-07T19:18:37,0,0,0,0,0,REST,
2026-06-07T19:18:38,0,0,0,0,0,REST,
2026-06-07T19:18:39,0,0,0,8,0,REST,
2026-06-07T19:18:40,0,0,0,0,0,REST,
2026-06-07T19:18:40,11,0,0,11,0,REST,
2026-06-07T19:18:41,0,0,0,0,0,REST,
2026-06-07T19:18:41,5,0,0,0,0,REST,
2026-06-07T19:18:42,0,0,0,0,0,REST,
2026-06-07T19:18:43,0,0,0,0,0,REST,
2026-06-07T19:18:44,0,0,0,0,0,REST,
2026-06-07T19:18:45,0,0,0,0,0,REST,
2026-06-07T19:18:46,0,0,0,33,0,REST,
2026-06-07T19:18:47,0,0,0,0,0,REST,
2026-06-07T19:18:48,0,0,0,0,0,REST,
2026-06-07T19:18:49,0,0,0,0,0,REST,
2026-06-07T19:18:50,0,0,0,0,0,REST,
2026-06-07T19:18:51,0,0,0,0,0,REST,
2026-06-07T19:18:52,0,0,0,0,0,REST,
2026-06-07T19:18:52,0,0,0,22,0,REST,
2026-06-07T19:18:53,0,0,0,0,0,REST,
2026-06-07T19:18:54,0,0,0,0,0,REST,
2026-06-07T19:18:55,0,0,0,0,0,REST,
2026-06-07T19:18:56,0,0,0,0,0,REST,
2026-06-07T19:18:57,0,0,0,0,0,REST,
2026-06-07T19:18:58,0,0,0,22,0,REST,
2026-06-07T19:18:58,0,0,0,2,0,REST,
2026-06-07T19:18:59,0,0,0,0,0,REST,
2026-06-07T19:19:00,0,0,0,0,0,REST,
2026-06-07T19:19:01,0,0,0,0,0,REST,
2026-06-07T19:19:02,0,0,0,0,0,REST,
2026-06-07T19:19:03,0,0,0,0,0,REST,
2026-06-07T19:19:04,0,0,0,0,2,REST,
2026-06-07T19:19:05,1,0,0,0,0,REST,
2026-06-07T19:19:06,0,0,0,0,0,REST,
2026-06-07T19:19:06,0,0,0,5,0,REST,
2026-06-07T19:19:07,0,0,0,0,0,REST,
2026-06-07T19:19:08,0,0,0,0,0,REST,
2026-06-07T19:19:09,0,0,0,0,0,REST,
2026-06-07T19:19:11,0,0,0,0,0,REST,
2026-06-07T19:19:12,1,0,0,16,0,REST,
2026-06-07T19:19:12,5,0,0,0,2,REST,
2026-06-07T19:19:13,0,0,0,0,0,REST,
2026-06-07T19:19:14,0,0,0,0,0,REST,
2026-06-07T19:19:15,0,0,0,0,0,REST,
2026-06-07T19:19:16,0,0,0,0,0,REST,
2026-06-07T19:19:17,0,0,0,2,0,REST,
2026-06-07T19:19:18,21,0,0,0,13,REST,
2026-06-07T19:19:19,11,0,0,0,0,REST,
2026-06-07T19:19:19,0,0,0,0,0,REST,
2026-06-07T19:19:20,0,0,0,0,0,REST,
2026-06-07T19:19:21,0,0,0,0,0,REST,
2026-06-07T19:19:22,0,0,0,0,0,REST,
2026-06-07T19:19:24,0,0,0,8,0,REST,
2026-06-07T19:19:25,0,0,0,0,0,REST,
2026-06-07T19:19:26,0,0,0,0,0,REST,
2026-06-07T19:19:27,0,0,0,0,0,REST,
2026-06-07T19:19:28,0,0,0,0,0,REST,
2026-06-07T19:19:29,1,0,0,11,16,REST,
2026-06-07T19:19:29,0,0,0,0,0,REST,
2026-06-07T19:19:30,7,0,0,30,0,REST,
2026-06-07T19:19:31,0,0,0,22,0,REST,
2026-06-07T19:19:31,0,0,0,0,0,REST,
2026-06-07T19:19:32,0,0,0,0,0,REST,
2026-06-07T19:19:33,0,0,0,0,0,REST,
2026-06-07T19:19:34,0,0,0,0,0,REST,
2026-06-07T19:19:36,0,0,0,0,0,REST,
2026-06-07T19:19:36,3,0,0,2,0,REST,
2026-06-07T19:19:37,0,0,1,0,0,REST,
2026-06-07T19:19:38,0,0,0,27,0,REST,
2026-06-07T19:19:38,0,0,0,0,0,REST,
2026-06-07T19:19:39,0,0,0,0,0,REST,
2026-06-07T19:19:40,0,0,0,0,9,REST,
2026-06-07T19:19:41,5,0,0,33,6,REST,
2026-06-07T19:19:42,0,0,0,16,0,REST,
2026-06-07T19:19:42,0,0,0,0,0,REST,
2026-06-07T19:19:43,0,0,0,0,0,REST,
2026-06-07T19:19:44,0,0,0,0,0,REST,
2026-06-07T19:19:45,0,0,0,0,0,REST,
2026-06-07T19:19:47,0,0,0,0,0,REST,
2026-06-07T19:19:47,0,0,0,0,0,REST,
2026-06-07T19:19:48,0,0,0,0,0,REST,
2026-06-07T19:19:48,0,0,0,16,0,REST,
2026-06-07T19:19:49,0,0,0,0,0,REST,
2026-06-07T19:19:50,0,0,0,0,0,REST,
2026-06-07T19:19:51,0,0,0,0,0,REST,
2026-06-07T19:19:53,0,0,0,0,0,REST,
2026-06-07T19:19:54,0,0,0,0,0,REST,
2026-06-07T19:19:54,5,0,0,8,0,REST,
2026-06-07T19:19:55,0,0,0,0,0,REST,
2026-06-07T19:19:55,0,0,0,0,0,REST,
2026-06-07T19:19:56,0,0,0,0,0,REST,
2026-06-07T19:19:56,0,0,0,0,0,REST,
2026-06-07T19:22:26,35,0,0,0,0,HELLO,Hello
2026-06-07T19:22:27,86,0,0,25,0,HELLO,Hello
2026-06-07T19:22:27,29,0,0,0,0,HELLO,Hello
2026-06-07T19:22:28,45,0,0,0,0,HELLO,Hello
2026-06-07T19:22:29,88,0,0,0,0,HELLO,Hello
2026-06-07T19:22:29,64,0,0,0,0,HELLO,Hello
2026-06-07T19:22:30,76,0,0,47,0,HELLO,Hello
2026-06-07T19:22:30,17,0,0,0,0,HELLO,Hello
2026-06-07T19:22:31,100,0,0,66,0,HELLO,Hello
2026-06-07T19:22:31,66,0,0,0,0,HELLO,Hello
2026-06-07T19:22:32,74,0,0,80,0,HELLO,Hello
2026-06-07T19:22:32,0,0,0,0,0,HELLO,Hello
2026-06-07T19:22:33,72,0,0,41,0,HELLO,Hello
2026-06-07T19:22:33,23,0,0,0,0,HELLO,Hello
2026-06-07T19:22:34,50,0,0,5,0,HELLO,Hello
2026-06-07T19:22:35,41,0,0,22,0,HELLO,Hello
2026-06-07T19:22:35,41,0,0,8,0,HELLO,Hello
2026-06-07T19:22:36,52,0,0,52,0,HELLO,Hello
2026-06-07T19:22:36,21,0,0,0,0,HELLO,Hello
2026-06-07T19:22:37,72,0,0,61,0,HELLO,Hello
2026-06-07T19:22:37,25,0,0,0,0,HELLO,Hello
2026-06-07T19:22:38,78,0,0,52,0,HELLO,Hello
2026-06-07T19:22:38,25,0,0,0,0,HELLO,Hello
2026-06-07T19:22:39,94,0,0,50,0,HELLO,Hello
2026-06-07T19:22:40,35,0,0,0,0,HELLO,Hello
2026-06-07T19:22:40,56,0,0,13,0,HELLO,Hello
2026-06-07T19:22:41,9,0,0,0,0,HELLO,Hello
2026-06-07T19:22:41,52,0,0,11,0,HELLO,Hello
2026-06-07T19:22:42,70,0,0,66,0,HELLO,Hello
2026-06-07T19:22:42,1,0,0,0,0,HELLO,Hello
2026-06-07T19:22:43,78,0,0,47,0,HELLO,Hello
2026-06-07T19:22:43,7,0,0,0,0,HELLO,Hello
2026-06-07T19:22:44,86,0,0,75,0,HELLO,Hello
2026-06-07T19:22:44,21,0,7,0,0,HELLO,Hello
2026-06-07T19:22:45,47,0,13,75,0,HELLO,Hello
2026-06-07T19:22:46,9,0,3,0,0,HELLO,Hello
2026-06-07T19:22:46,60,0,84,22,9,HELLO,Hello
2026-06-07T19:22:47,45,0,88,0,0,HELLO,Hello
2026-06-07T19:22:47,92,0,79,13,0,HELLO,Hello
2026-06-07T19:22:48,47,0,74,44,0,HELLO,Hello
2026-06-07T19:22:48,58,0,64,0,0,HELLO,Hello
2026-06-07T19:22:49,37,0,62,33,0,HELLO,Hello
2026-06-07T19:22:49,3,0,86,0,0,HELLO,Hello
2026-06-07T19:22:50,66,0,87,58,0,HELLO,Hello
2026-06-07T19:22:51,21,0,83,0,0,HELLO,Hello
2026-06-07T19:22:51,80,0,81,63,0,HELLO,Hello
2026-06-07T19:22:52,23,0,80,0,0,HELLO,Hello
2026-06-07T19:22:52,94,0,79,50,0,HELLO,Hello
2026-06-07T19:22:53,49,0,76,0,0,HELLO,Hello
2026-06-07T19:22:53,58,0,80,22,0,HELLO,Hello
2026-06-07T19:22:54,72,0,85,0,0,HELLO,Hello
2026-06-07T19:22:54,23,0,84,0,0,HELLO,Hello
2026-06-07T19:22:55,43,0,82,11,0,HELLO,Hello
2026-06-07T19:22:55,43,0,76,0,0,HELLO,Hello
2026-06-07T19:22:56,94,0,83,86,0,HELLO,Hello
2026-06-07T19:22:57,9,0,76,0,0,HELLO,Hello
2026-06-07T19:22:57,70,0,81,58,0,HELLO,Hello
2026-06-07T19:22:58,23,0,78,0,0,HELLO,Hello
2026-06-07T19:22:58,86,0,82,41,0,HELLO,Hello
2026-06-07T19:22:59,0,0,83,0,0,HELLO,Hello
2026-06-07T19:22:59,82,0,82,41,0,HELLO,Hello
2026-06-07T19:23:00,66,0,84,0,0,HELLO,Hello
2026-06-07T19:23:00,21,0,80,0,0,HELLO,Hello
2026-06-07T19:23:01,25,0,87,0,0,HELLO,Hello
2026-06-07T19:23:01,49,0,35,0,0,HELLO,Hello
2026-06-07T19:23:02,52,0,14,0,0,HELLO,Hello
2026-06-07T19:23:03,0,0,14,0,0,HELLO,Hello
2026-06-07T19:23:03,84,0,14,38,0,HELLO,Hello
2026-06-07T19:23:04,0,0,21,0,0,HELLO,Hello
2026-06-07T19:23:04,100,0,18,86,0,HELLO,Hello
2026-06-07T19:23:05,31,0,17,0,0,HELLO,Hello
2026-06-07T19:23:05,74,0,22,88,0,HELLO,Hello
2026-06-07T19:23:06,0,0,20,0,0,HELLO,Hello
2026-06-07T19:23:06,64,0,25,91,0,HELLO,Hello
2026-06-07T19:23:07,21,0,21,0,0,HELLO,Hello
2026-06-07T19:23:08,64,0,22,30,0,HELLO,Hello
2026-06-07T19:23:08,52,0,25,0,0,HELLO,Hello
2026-06-07T19:23:09,49,0,24,36,0,HELLO,Hello
2026-06-07T19:23:09,50,0,28,30,0,HELLO,Hello
2026-06-07T19:23:10,0,0,28,0,0,HELLO,Hello
2026-06-07T19:23:10,88,0,37,38,0,HELLO,Hello
2026-06-07T19:23:11,0,0,48,0,0,HELLO,Hello
2026-06-07T19:23:11,100,0,30,69,0,HELLO,Hello
2026-06-07T19:23:12,43,0,20,0,0,HELLO,Hello
2026-06-07T19:23:12,76,0,23,41,0,HELLO,Hello
2026-06-07T19:23:13,41,0,61,0,0,HELLO,Hello
2026-06-07T19:23:14,68,0,100,25,0,HELLO,Hello
2026-06-07T19:23:14,25,0,77,0,0,HELLO,Hello
2026-06-07T19:23:15,47,0,78,11,0,HELLO,Hello
2026-06-07T19:23:15,80,0,100,16,0,HELLO,Hello
2026-06-07T19:23:16,23,0,100,0,0,HELLO,Hello
2026-06-07T19:23:16,100,0,100,36,0,HELLO,Hello
2026-06-07T19:23:17,0,0,100,0,0,HELLO,Hello
2026-06-07T19:23:17,82,2,100,72,0,HELLO,Hello
2026-06-07T19:23:18,0,0,100,0,0,HELLO,Hello
2026-06-07T19:23:19,98,0,67,50,0,HELLO,Hello
2026-06-07T19:23:19,37,0,92,0,0,HELLO,Hello
2026-06-07T19:23:20,62,0,81,11,0,HELLO,Hello
2026-06-07T19:23:20,31,0,100,0,0,HELLO,Hello
2026-06-07T19:23:21,58,0,100,5,0,HELLO,Hello
